0: g0-s7, g1-s0, y0-s6, y1-s5, b0-s0, b1-s5, 
1: g0-s7->s2, g1-s0, g2-s7, g3-s0, y0-s6, y1-s5, y2-s6, y3-s5, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s7, g5-s0, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s6, y5-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s7, g5-s0, g6-s7, g7-s0, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s6, y5-s5, y6-s6, y7-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s7, g5-s0, g6-s7, g7-s0, g8-s7, g9-s0, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s6, y5-s5, y6-s6, y7-s5, y8-s6, y9-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
734: g0-s1, g1-s0, g2-s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s2->s1, g8-s0, g9-s7->s2, y0-s1->s2, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s2->s4, b0-s0->s1, b1-s0, b2-s0, b3-s3, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s0, b9-s1, 
735: g0-s1, g1-s0, g2-s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s2->s1, g8-s0, g9-s7->s2, y0-s1->s2, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s4, b0-s0->s1, b1-s0, b2-s0, b3-s3, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s0, b9-s1, 
736: g0-s1, g1-s0, g2-s1, g3-s0, g4-s0, g5-s0, g6-s0, g7-s2->s1, g8-s0, g9-s2, y0-s1->s2, y1-s2, y2-s1, y3-s4->s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s4, b0-s1, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s0, b9-s1, 
737: g0-s1, g1-s0, g2-s1, g3-s0, g4-s0->s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2, y0-s1->s2, y1-s2->s1, y2-s1, y3-s4->s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s4, b0-s1, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s0, b9-s1, 
738: g0-s1->s2, g1-s0, g2-s1, g3-s0, g4-s0->s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2, y0-s2, y1-s2->s1, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s4, b0-s1, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s3->s5, b8-s0, b9-s1, 
739: g0-s1->s2, g1-s0, g2-s1, g3-s0, g4-s0->s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2, y0-s2, y1-s2->s1, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s4, b0-s1, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s1->s3, 
740: g0-s1->s2, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2, y0-s2->s4, y1-s2->s1, y2-s1, y3-s2, y4-s5, y5-s6->s4, y6-s5, y7-s6, y8-s1, y9-s4, b0-s1, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s1->s3, 
741: g0-s1->s2, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2, y0-s2->s4, y1-s2->s1, y2-s1, y3-s2, y4-s5->s1, y5-s6->s4, y6-s5, y7-s6, y8-s1->s5, y9-s4, b0-s1, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s1->s3, 
742: g0-s1->s2, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2, y0-s2->s4, y1-s2->s1, y2-s1, y3-s2, y4-s5->s1, y5-s4, y6-s5, y7-s6, y8-s1->s5, y9-s4->s6, b0-s1, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s1->s3, 
743: g0-s1->s2, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2, y0-s2->s4, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s4, y6-s5, y7-s6, y8-s5, y9-s4->s6, b0-s1, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s1->s3, 
744: g0-s1->s2, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2, y0-s4, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s4, y6-s5, y7-s6, y8-s5, y9-s4->s6, b0-s1, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s1->s3, 
745: g0-s1->s2, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2->s1, y0-s4, y1-s1, y2-s1, y3-s2, y4-s1, y5-s4->s2, y6-s5, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s3, 
746: g0-s2, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2->s1, y0-s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s4->s2, y6-s5->s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s3, 
747: g0-s2->s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1, g8-s0, g9-s2->s1, y0-s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s4->s2, y6-s5->s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s3, 
748: g0-s2->s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1->s0, g8-s0, g9-s2->s1, y0-s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s4->s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
749: g0-s2->s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0, g7-s1->s0, g8-s0, g9-s2->s1, y0-s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
750: g0-s2->s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0->s1, g7-s1->s0, g8-s0, g9-s2->s1, y0-s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s1->s3, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
751: g0-s2->s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0->s1, g7-s0, g8-s0, g9-s2->s1, y0-s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s4->s6, b0-s3, b1-s0, b2-s0, b3-s1->s0, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
752: g0-s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s0->s1, g7-s0, g8-s0, g9-s2->s1, y0-s4->s6, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s6, b0-s3, b1-s0, b2-s0, b3-s1->s0, b4-s0, b5-s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
753: g0-s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s4->s6, y1-s1, y2-s1->s2, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s6, b0-s3, b1-s0, b2-s0, b3-s1->s0, b4-s0, b5-s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
754: g0-s7->s2, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s4->s6, y1-s1, y2-s2, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s6, b0-s3, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
755: g0-s7->s2, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s4->s6, y1-s1, y2-s2->s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s4, y8-s5, y9-s6, b0-s3, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
756: g0-s7->s2, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s4->s6, y1-s1, y2-s2->s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s5, y9-s6, b0-s3, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s3->s5, 
757: g0-s7->s2, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s4->s6, y1-s1, y2-s2->s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s5, y9-s6, b0-s3->s5, b1-s0, b2-s0->s1, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
758: g0-s7->s2, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s4->s6, y1-s1, y2-s2->s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s5->s1, y9-s6->s4, b0-s3->s5, b1-s0, b2-s0->s1, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
759: g0-s2, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s4->s6, y1-s1->s5, y2-s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s5->s1, y9-s6->s4, b0-s3->s5, b1-s0, b2-s0->s1, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
760: g0-s2, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s4->s6, y1-s1->s5, y2-s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
761: g0-s2, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s4->s6, y1-s5, y2-s4, y3-s1, y4-s1, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
762: g0-s2, g1-s0, g2-s2, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s6, y1-s5, y2-s4, y3-s1, y4-s1, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
763: g0-s2, g1-s0, g2-s2, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s6, y1-s5, y2-s4, y3-s1, y4-s1, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
764: g0-s2, g1-s0, g2-s2->s7, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s6, y1-s5, y2-s4, y3-s1, y4-s1, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
765: g0-s2, g1-s0, g2-s2->s7, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s6, y1-s5, y2-s4, y3-s1, y4-s1, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3, b8-s0, b9-s5->s3, 
766: g0-s2, g1-s0, g2-s2->s7, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s0, g9-s1, y0-s6, y1-s5, y2-s4->s6, y3-s1, y4-s1, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3, b8-s0, b9-s5->s3, 
767: g0-s2, g1-s0, g2-s2->s7, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s0->s1, g9-s1->s0, y0-s6, y1-s5, y2-s4->s6, y3-s1, y4-s1, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
768: g0-s2, g1-s0, g2-s2->s7, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s0->s1, g9-s1->s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1, y4-s1, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
769: g0-s2->s1, g1-s0, g2-s7, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s0->s1, g9-s1->s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1, y4-s1, y5-s1, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
770: g0-s2->s1, g1-s0, g2-s7, g3-s0, g4-s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1, y4-s1->s2, y5-s1, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
771: g0-s2->s1, g1-s0, g2-s7->s2, g3-s0, g4-s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1->s5, y4-s1->s2, y5-s1, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
772: g0-s2->s1, g1-s0, g2-s7->s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1->s5, y4-s1->s2, y5-s1, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
773: g0-s2->s1, g1-s0, g2-s7->s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s5, y4-s1->s2, y5-s1, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s1, b6-s0, b7-s1, b8-s0, b9-s5->s3, 
774: g0-s2->s1, g1-s0, g2-s7->s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s5, y4-s1->s2, y5-s1, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s1, b6-s0, b7-s1, b8-s0, b9-s3, 
775: g0-s2->s1, g1-s0, g2-s7->s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s5, y4-s1->s2, y5-s1, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5, b1-s0, b2-s3, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s1, b8-s0, b9-s3->s1, 
776: g0-s2->s1, g1-s0, g2-s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5->s1, y2-s6, y3-s5, y4-s1->s2, y5-s1, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5, b1-s0, b2-s3, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s1, b8-s0, b9-s3->s1, 
777: g0-s1, g1-s0, g2-s2, g3-s0, g4-s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5->s1, y2-s6, y3-s5, y4-s1->s2, y5-s1, y6-s1, y7-s2->s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s1, b8-s0, b9-s3->s1, 
778: g0-s1, g1-s0, g2-s2, g3-s0, g4-s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s4, y1-s1, y2-s6, y3-s5, y4-s2, y5-s1, y6-s1->s2, y7-s2->s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s3->s1, 
779: g0-s1, g1-s0, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s4, y1-s1, y2-s6, y3-s5, y4-s2, y5-s1, y6-s1->s2, y7-s2->s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s3->s1, 
780: g0-s1, g1-s0, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s4->s2, y1-s1, y2-s6, y3-s5, y4-s2, y5-s1->s5, y6-s1->s2, y7-s2->s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s3->s1, 
781: g0-s1, g1-s0, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s4->s2, y1-s1, y2-s6, y3-s5, y4-s2->s4, y5-s1->s5, y6-s1->s2, y7-s2->s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s1, 
782: g0-s1, g1-s0, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s4->s2, y1-s1, y2-s6, y3-s5, y4-s2->s4, y5-s5, y6-s1->s2, y7-s2->s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s1, 
783: g0-s1, g1-s0, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s4->s2, y1-s1, y2-s6->s4, y3-s5, y4-s2->s4, y5-s5, y6-s1->s2, y7-s2->s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s1, 
784: g0-s1, g1-s0, g2-s2, g3-s0, g4-s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s2->s4, y5-s5, y6-s1->s2, y7-s2->s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s1, 
785: g0-s1, g1-s0, g2-s2->s1, g3-s0, g4-s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4, y5-s5, y6-s1->s2, y7-s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1->s0, b8-s0, b9-s1, 
786: g0-s1, g1-s0, g2-s2->s1, g3-s0, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4, y5-s5, y6-s2, y7-s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1->s0, b8-s0, b9-s1, 
787: g0-s1, g1-s0, g2-s2->s1, g3-s0, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4, y5-s5, y6-s2, y7-s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1->s0, b8-s0, b9-s1, 
788: g0-s1, g1-s0, g2-s2->s1, g3-s0, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4, y5-s5, y6-s2->s4, y7-s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s0, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
789: g0-s1, g1-s0, g2-s2->s1, g3-s0, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4, y5-s5, y6-s2->s4, y7-s1, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s0->s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
790: g0-s1->s0, g1-s0, g2-s2->s1, g3-s0, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s5, y6-s2->s4, y7-s1, y8-s1, y9-s2, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s0->s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
791: g0-s1->s0, g1-s0, g2-s2->s1, g3-s0, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s5, y6-s2->s4, y7-s1, y8-s1, y9-s2, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s0->s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
792: g0-s1->s0, g1-s0, g2-s2->s1, g3-s0, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s5, y6-s4, y7-s1, y8-s1, y9-s2, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
793: g0-s0, g1-s0, g2-s1, g3-s0, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5, y4-s4->s6, y5-s5, y6-s4, y7-s1, y8-s1, y9-s2->s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
794: g0-s0, g1-s0, g2-s1, g3-s0, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5, y4-s4->s6, y5-s5, y6-s4, y7-s1, y8-s1->s2, y9-s2->s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
795: g0-s0, g1-s0, g2-s1, g3-s0, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5, y4-s4->s6, y5-s5, y6-s4, y7-s1, y8-s1->s2, y9-s2->s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
796: g0-s0, g1-s0, g2-s1, g3-s0, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5->s1, y4-s4->s6, y5-s5, y6-s4, y7-s1, y8-s1->s2, y9-s2->s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
797: g0-s0, g1-s0, g2-s1, g3-s0, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5->s1, y4-s4->s6, y5-s5, y6-s4, y7-s1, y8-s1->s2, y9-s2->s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, 
798: g0-s0, g1-s0, g2-s1, g3-s0, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s0, y0-s2, y1-s1, y2-s4, y3-s1, y4-s4->s6, y5-s5, y6-s4, y7-s1, y8-s1->s2, y9-s2->s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1->s0, 
