0: g0-s0, g1-s7, y0-s5, y1-s6, b0-s0, b1-s5, 
1: g0-s0, g1-s7->s2, g2-s0, g3-s7, y0-s5, y1-s6, y2-s5, y3-s6, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, y0-s5, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, y0-s5->s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
6779: g0-s1, g1-s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s1->s2, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s6, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0, b5-s5, b6-s1->s0, b7-s5, b8-s3->s1, b9-s3->s5, 
6780: g0-s1, g1-s2->s7, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s1->s2, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5, y9-s6, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0, b5-s5, b6-s1->s0, b7-s5, b8-s3->s1, b9-s3->s5, 
6781: g0-s1, g1-s2->s7, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1->s2, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5->s1, y9-s6, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s3->s1, b9-s3->s5, 
6782: g0-s1, g1-s2->s7, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1->s2, y1-s2->s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s6->s4, y8-s5->s1, y9-s6, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1, b9-s3->s5, 
6783: g0-s1->s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1->s2, y1-s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s1, y9-s6, b0-s3, b1-s5->s3, b2-s3, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1, b9-s3->s5, 
6784: g0-s1->s0, g1-s2->s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1->s2, y1-s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s1, y9-s6, b0-s3->s5, b1-s3, b2-s3, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
6785: g0-s1->s0, g1-s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1->s2, y1-s1, y2-s1, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4, y8-s1, y9-s6->s4, b0-s3->s5, b1-s3, b2-s3, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
6786: g0-s0, g1-s7, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
6787: g0-s0, g1-s7->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2->s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
6788: g0-s0, g1-s7->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2->s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s5, 
6789: g0-s0, g1-s7->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2->s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s5, 
6790: g0-s0, g1-s7->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2->s4, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s1, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s5, 
6791: g0-s0, g1-s7->s2, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s4, y1-s1, y2-s1->s2, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s1, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
6792: g0-s0, g1-s2, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s4, y1-s1->s5, y2-s1->s2, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s3->s5, b1-s1, b2-s3, b3-s5->s3, b4-s1->s3, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
6793: g0-s0, g1-s2, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s4, y1-s1->s5, y2-s1->s2, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s5, b1-s1, b2-s3->s5, b3-s3, b4-s1->s3, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
6794: g0-s0, g1-s2, g2-s1, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s4, y1-s5, y2-s2, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s6->s4, b0-s5, b1-s1, b2-s3->s5, b3-s3, b4-s1->s3, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
6795: g0-s0, g1-s2, g2-s1, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s2->s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5, b1-s1, b2-s3->s5, b3-s3, b4-s1->s3, b5-s5->s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
6796: g0-s0, g1-s2, g2-s1, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s2->s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5, b1-s1, b2-s3->s5, b3-s3->s1, b4-s1->s3, b5-s5->s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
6797: g0-s0, g1-s2, g2-s1->s0, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s2->s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5, b1-s1, b2-s3->s5, b3-s3->s1, b4-s1->s3, b5-s5->s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
6798: g0-s0, g1-s2, g2-s1->s0, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s2->s4, y3-s2->s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5, b1-s1, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s1, b7-s5, b8-s0, b9-s5, 
6799: g0-s0, g1-s2, g2-s1->s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s4, y3-s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5, b1-s1, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s1, b7-s5, b8-s0, b9-s5, 
6800: g0-s0, g1-s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s4, y3-s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5, b1-s1->s0, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s1, b7-s5, b8-s0, b9-s5, 
6801: g0-s0, g1-s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s4, y3-s1, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5, b1-s1->s0, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s1, b7-s5, b8-s0, b9-s5, 
6802: g0-s0->s1, g1-s2, g2-s0, g3-s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s4, y3-s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s1->s0, b2-s5, b3-s1, b4-s3->s5, b5-s3, b6-s1, b7-s5->s3, b8-s0, b9-s5, 
6803: g0-s0->s1, g1-s2, g2-s0, g3-s2->s7, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5, y2-s4, y3-s1->s5, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1, b4-s3->s5, b5-s3, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
6804: g0-s0->s1, g1-s2, g2-s0, g3-s2->s7, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s4->s6, y1-s5->s1, y2-s4, y3-s1->s5, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1, b4-s3->s5, b5-s3, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
6805: g0-s1, g1-s2, g2-s0, g3-s2->s7, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6, y1-s5->s1, y2-s4->s6, y3-s5, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1, b4-s3->s5, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
6806: g0-s1, g1-s2, g2-s0, g3-s2->s7, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6, y1-s1, y2-s4->s6, y3-s5, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1, b4-s3->s5, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
6807: g0-s1, g1-s2, g2-s0, g3-s2->s7, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6, y1-s1, y2-s4->s6, y3-s5, y4-s1->s2, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1->s0, b4-s3->s5, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
6808: g0-s1, g1-s2, g2-s0, g3-s7, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s4->s6, y3-s5, y4-s1->s2, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1->s0, b4-s3->s5, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
6809: g0-s1, g1-s2, g2-s0, g3-s7, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s4->s6, y3-s5, y4-s1->s2, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1->s0, b4-s3->s5, b5-s3->s1, b6-s3, b7-s5->s3, b8-s0->s1, b9-s5, 
6810: g0-s1, g1-s2, g2-s0, g3-s7->s2, g4-s1, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s4->s6, y3-s5, y4-s2, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s3->s1, b6-s3, b7-s5->s3, b8-s0->s1, b9-s5, 
6811: g0-s1, g1-s2, g2-s0, g3-s7->s2, g4-s1->s0, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s4->s6, y3-s5, y4-s2, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1, b6-s3, b7-s3, b8-s0->s1, b9-s5->s3, 
6812: g0-s1, g1-s2, g2-s0->s1, g3-s7->s2, g4-s1->s0, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s4->s6, y3-s5, y4-s2->s4, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1, b6-s3->s5, b7-s3, b8-s1, b9-s5->s3, 
6813: g0-s1, g1-s2, g2-s0->s1, g3-s7->s2, g4-s1->s0, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s4->s6, y3-s5, y4-s2->s4, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1, b6-s3->s5, b7-s3, b8-s1, b9-s5->s3, 
6814: g0-s1, g1-s2, g2-s0->s1, g3-s7->s2, g4-s0, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s4->s6, y3-s5->s1, y4-s2->s4, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1->s0, b6-s3->s5, b7-s3->s1, b8-s1, b9-s5->s3, 
6815: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s1->s2, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s6, y3-s5->s1, y4-s2->s4, y5-s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s1->s0, b6-s3->s5, b7-s3->s1, b8-s1, b9-s5->s3, 
6816: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s1->s2, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s6, y3-s1, y4-s4, y5-s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s1->s0, b6-s3->s5, b7-s3->s1, b8-s1, b9-s5->s3, 
6817: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s1->s2, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s6->s4, y1-s1, y2-s6, y3-s1, y4-s4, y5-s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s5, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s3->s1, b8-s1->s3, b9-s5->s3, 
6818: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s2, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s4, y1-s1, y2-s6, y3-s1, y4-s4->s6, y5-s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s5, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s3->s1, b8-s1->s3, b9-s5->s3, 
6819: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s2, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s4, y1-s1, y2-s6, y3-s1, y4-s4->s6, y5-s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s5, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s3->s1, b8-s1->s3, b9-s5->s3, 
6820: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s2->s7, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s4, y1-s1, y2-s6, y3-s1, y4-s4->s6, y5-s1->s5, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1, b8-s1->s3, b9-s3, 
6821: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s2->s7, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s4, y1-s1, y2-s6, y3-s1, y4-s4->s6, y5-s1->s5, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s1, b8-s1->s3, b9-s3, 
6822: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s2->s7, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s4, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s1, b8-s1->s3, b9-s3, 
6823: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s2->s7, g6-s1, g7-s1, g8-s2->s1, g9-s1, y0-s4, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s5->s3, b1-s1, b2-s5, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s1->s0, b8-s3, b9-s3->s1, 
6824: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s2->s7, g6-s1, g7-s1, g8-s2->s1, g9-s1, y0-s4, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s5->s3, b1-s1, b2-s5, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s1->s0, b8-s3, b9-s3->s1, 
6825: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7, g6-s1, g7-s1, g8-s2->s1, g9-s1, y0-s4->s2, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s5->s3, b1-s1, b2-s5, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s1->s0, b8-s3->s5, b9-s3->s1, 
6826: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7, g6-s1, g7-s1->s2, g8-s2->s1, g9-s1, y0-s4->s2, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s2, y7-s2, y8-s1, y9-s2, b0-s5->s3, b1-s1, b2-s5, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s3->s1, 
6827: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7->s2, g6-s1->s0, g7-s1->s2, g8-s2->s1, g9-s1, y0-s4->s2, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s2, y7-s2, y8-s1, y9-s2, b0-s5->s3, b1-s1, b2-s5, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s3->s1, 
6828: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7->s2, g6-s1->s0, g7-s1->s2, g8-s2->s1, g9-s1, y0-s4->s2, y1-s1, y2-s6->s4, y3-s1, y4-s6, y5-s5, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s5->s3, b1-s1, b2-s5, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s3->s1, 
6829: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7->s2, g6-s1->s0, g7-s1->s2, g8-s2->s1, g9-s1, y0-s2, y1-s1, y2-s6->s4, y3-s1, y4-s6, y5-s5, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s3, b1-s1, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
6830: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7->s2, g6-s0, g7-s1->s2, g8-s2->s1, g9-s1, y0-s2, y1-s1, y2-s6->s4, y3-s1, y4-s6, y5-s5, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s3, b1-s1, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
6831: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7->s2, g6-s0, g7-s1->s2, g8-s1, g9-s1, y0-s2, y1-s1, y2-s6->s4, y3-s1, y4-s6, y5-s5, y6-s2->s4, y7-s2->s1, y8-s1, y9-s2, b0-s3, b1-s1->s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
6832: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0->s1, g5-s2, g6-s0, g7-s1->s2, g8-s1, g9-s1, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6->s4, y5-s5, y6-s4, y7-s2->s1, y8-s1, y9-s2, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1->s0, 
6833: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0->s1, g5-s2, g6-s0, g7-s1->s2, g8-s1, g9-s1, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6->s4, y5-s5, y6-s4, y7-s2->s1, y8-s1, y9-s2, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1->s0, 
6834: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0->s1, g5-s2, g6-s0, g7-s2, g8-s1, g9-s1, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6->s4, y5-s5, y6-s4, y7-s2->s1, y8-s1->s2, y9-s2, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s5, b9-s1->s0, 
6835: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s0, g7-s2, g8-s1->s0, g9-s1, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6->s4, y5-s5, y6-s4, y7-s2->s1, y8-s1->s2, y9-s2, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s5, b9-s0, 
6836: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s0, g7-s2->s7, g8-s1->s0, g9-s1, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6->s4, y5-s5, y6-s4, y7-s2->s1, y8-s1->s2, y9-s2, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s5, b9-s0, 
6837: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s0, g7-s2->s7, g8-s1->s0, g9-s1, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s5, y6-s4->s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s3->s1, b1-s3, b2-s5->s3, b3-s1->s3, b4-s5, b5-s0, b6-s5, b7-s0, b8-s5, b9-s0, 
6838: g0-s1, g1-s2, g2-s1, g3-s2, g4-s1, g5-s2, g6-s0, g7-s2->s7, g8-s0, g9-s1, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s5, y6-s4->s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s1, b1-s3->s5, b2-s3, b3-s1->s3, b4-s5->s3, b5-s0->s1, b6-s5, b7-s0, b8-s5, b9-s0, 
6839: g0-s1, g1-s2->s1, g2-s1, g3-s2, g4-s1, g5-s2, g6-s0, g7-s2->s7, g8-s0, g9-s1, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s5->s1, y6-s4->s6, y7-s1, y8-s1->s2, y9-s2, b0-s1, b1-s3->s5, b2-s3, b3-s1->s3, b4-s5->s3, b5-s0->s1, b6-s5, b7-s0, b8-s5, b9-s0, 
6840: g0-s1, g1-s2->s1, g2-s1, g3-s2, g4-s1, g5-s2, g6-s0, g7-s2->s7, g8-s0, g9-s1, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s5->s1, y6-s4->s6, y7-s1, y8-s1->s2, y9-s2, b0-s1, b1-s3->s5, b2-s3->s1, b3-s1->s3, b4-s5->s3, b5-s0->s1, b6-s5, b7-s0, b8-s5, b9-s0, 
6841: g0-s1, g1-s2->s1, g2-s1, g3-s2, g4-s1, g5-s2, g6-s0, g7-s7, g8-s0, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s1, y6-s4->s6, y7-s1, y8-s1->s2, y9-s2, b0-s1, b1-s3->s5, b2-s3->s1, b3-s1->s3, b4-s5->s3, b5-s1, b6-s5, b7-s0, b8-s5, b9-s0, 
