0: g0-s0, g1-s7, y0-s5, y1-s6, b0-s0, b1-s5, 
1: g0-s0, g1-s7->s2, g2-s0, g3-s7, y0-s5, y1-s6, y2-s5, y3-s6, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, y0-s5, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, y0-s5->s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
798: g0-s2, g1-s1, g2-s7->s2, g3-s0, g4-s1->s2, g5-s2->s1, g6-s1, g7-s2, g8-s1, g9-s2, y0-s5, y1-s2->s4, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5, y8-s6->s4, y9-s5, b0-s1->s3, b1-s5, b2-s1, b3-s5, b4-s0, b5-s5, b6-s1, b7-s3->s5, b8-s5->s3, b9-s3, 
799: g0-s2, g1-s1, g2-s7->s2, g3-s0->s1, g4-s1->s2, g5-s1, g6-s1, g7-s2->s1, g8-s1, g9-s2, y0-s5, y1-s4, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5, y8-s6->s4, y9-s5, b0-s1->s3, b1-s5->s3, b2-s1, b3-s5, b4-s0, b5-s5, b6-s1, b7-s3->s5, b8-s3, b9-s3, 
800: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s1->s2, g5-s1, g6-s1, g7-s2->s1, g8-s1, g9-s2, y0-s5, y1-s4, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5, y8-s6->s4, y9-s5, b0-s1->s3, b1-s5->s3, b2-s1, b3-s5, b4-s0, b5-s5, b6-s1->s0, b7-s3->s5, b8-s3, b9-s3, 
801: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s1->s2, g5-s1, g6-s1, g7-s2->s1, g8-s1, g9-s2, y0-s5, y1-s4, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5, y8-s6->s4, y9-s5, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0, b5-s5, b6-s1->s0, b7-s3->s5, b8-s3, b9-s3, 
802: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s5, y1-s4, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5, y8-s6->s4, y9-s5, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0, b5-s5, b6-s1->s0, b7-s5, b8-s3->s1, b9-s3->s5, 
803: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1->s0, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s5, y1-s4, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5, y8-s6->s4, y9-s5, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s3->s1, b9-s3->s5, 
804: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2->s7, g5-s1->s0, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5, y8-s6->s4, y9-s5, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s3->s1, b9-s3->s5, 
805: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2->s7, g5-s1->s0, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5, y8-s6->s4, y9-s5, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s3->s1, b9-s3->s5, 
806: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2->s7, g5-s0, g6-s1->s2, g7-s2->s1, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5, y8-s4, y9-s5, b0-s3, b1-s5->s3, b2-s1->s3, b3-s5, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s3->s1, b9-s3->s5, 
807: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2->s7, g5-s0, g6-s1->s2, g7-s1, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2->s1, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5->s1, y8-s4, y9-s5, b0-s3, b1-s5->s3, b2-s3, b3-s5, b4-s1, b5-s5, b6-s0, b7-s5, b8-s3->s1, b9-s3->s5, 
808: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2->s7, g5-s0, g6-s1->s2, g7-s1, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2->s1, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5->s1, y8-s4, y9-s5, b0-s3, b1-s3, b2-s3, b3-s5, b4-s1, b5-s5, b6-s0, b7-s5, b8-s1, b9-s3->s5, 
809: g0-s2, g1-s1, g2-s2, g3-s1, g4-s7, g5-s0, g6-s1->s2, g7-s1, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2->s1, y3-s1, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4, y9-s5, b0-s3, b1-s3, b2-s3, b3-s5, b4-s1, b5-s5, b6-s0, b7-s5, b8-s1, b9-s3->s5, 
810: g0-s2, g1-s1, g2-s2, g3-s1, g4-s7, g5-s0, g6-s2, g7-s1->s0, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2->s1, y3-s1->s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4, y9-s5, b0-s3, b1-s3, b2-s3, b3-s5, b4-s1->s3, b5-s5, b6-s0, b7-s5, b8-s1, b9-s3->s5, 
811: g0-s2, g1-s1, g2-s2, g3-s1, g4-s7->s2, g5-s0, g6-s2->s7, g7-s1->s0, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2->s1, y3-s1->s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4->s2, y9-s5, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s1->s3, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
812: g0-s2, g1-s1, g2-s2, g3-s1, g4-s7->s2, g5-s0, g6-s2->s7, g7-s1->s0, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2->s1, y3-s1->s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4->s2, y9-s5, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s1->s3, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
813: g0-s2, g1-s1, g2-s2, g3-s1, g4-s7->s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s2, y0-s5, y1-s4->s6, y2-s2->s1, y3-s1->s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4->s2, y9-s5, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s1->s3, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
814: g0-s2, g1-s1, g2-s2, g3-s1, g4-s7->s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s2, y0-s5, y1-s6, y2-s2->s1, y3-s1->s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s4->s2, y9-s5, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s1->s3, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s5, 
815: g0-s2, g1-s1, g2-s2, g3-s1, g4-s7->s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s2->s1, y0-s5, y1-s6, y2-s1, y3-s1->s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s5, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s1->s3, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s5, 
816: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7, g7-s0, g8-s1, g9-s2->s1, y0-s5, y1-s6, y2-s1, y3-s1->s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s5->s1, b0-s3->s5, b1-s3->s1, b2-s3, b3-s5->s3, b4-s3, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s5, 
817: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7, g7-s0, g8-s1, g9-s2->s1, y0-s5, y1-s6, y2-s1, y3-s1->s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s5->s1, b0-s3->s5, b1-s1, b2-s3, b3-s5->s3, b4-s3, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
818: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1->s2, g9-s2->s1, y0-s5, y1-s6->s4, y2-s1, y3-s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3->s5, b1-s1, b2-s3, b3-s5->s3, b4-s3, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
819: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1->s2, g9-s2->s1, y0-s5, y1-s6->s4, y2-s1, y3-s2, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, b0-s3->s5, b1-s1, b2-s3, b3-s5->s3, b4-s3, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
820: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1->s2, g9-s2->s1, y0-s5, y1-s6->s4, y2-s1->s5, y3-s2->s4, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s1, b2-s3->s5, b3-s3, b4-s3, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
821: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1->s2, g9-s2->s1, y0-s5, y1-s6->s4, y2-s1->s5, y3-s2->s4, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s1->s0, b2-s3->s5, b3-s3, b4-s3, b5-s5->s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
822: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7->s2, g7-s0, g8-s1->s2, g9-s2->s1, y0-s5->s1, y1-s6->s4, y2-s5, y3-s2->s4, y4-s2, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s1->s0, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
823: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1->s2, g9-s1, y0-s5->s1, y1-s6->s4, y2-s5, y3-s2->s4, y4-s2->s1, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s1->s0, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s0->s1, b7-s5, b8-s0, b9-s5, 
824: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1->s2, g9-s1, y0-s1, y1-s6->s4, y2-s5, y3-s4, y4-s2->s1, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s1, b7-s5, b8-s0, b9-s5, 
825: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1->s2, g9-s1->s0, y0-s1, y1-s6->s4, y2-s5, y3-s4, y4-s2->s1, y5-s1, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s1, b7-s5, b8-s0, b9-s5, 
826: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s2, g9-s1->s0, y0-s1, y1-s6->s4, y2-s5, y3-s4, y4-s2->s1, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s1, b7-s5, b8-s0, b9-s5, 
827: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s2, g9-s1->s0, y0-s1, y1-s6->s4, y2-s5, y3-s4, y4-s2->s1, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s3->s1, b4-s3, b5-s5->s3, b6-s1, b7-s5, b8-s0, b9-s5, 
828: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s4, y2-s5, y3-s4, y4-s2->s1, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s3->s5, b3-s1, b4-s3, b5-s5->s3, b6-s1->s3, b7-s5, b8-s0, b9-s5, 
829: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s4, y2-s5, y3-s4->s6, y4-s2->s1, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s1, b4-s3->s5, b5-s3, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
830: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s4, y2-s5, y3-s4->s6, y4-s2->s1, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s1, b4-s3->s5, b5-s3, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
831: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s4, y2-s5, y3-s4->s6, y4-s1, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s1, b4-s3->s5, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
832: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s1, y1-s4, y2-s5, y3-s4->s6, y4-s1, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s1->s0, b4-s3->s5, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
833: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7, g9-s0, y0-s1, y1-s4, y2-s5, y3-s4->s6, y4-s1, y5-s1->s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s1->s0, b4-s3->s5, b5-s3->s1, b6-s1->s3, b7-s5->s3, b8-s0, b9-s5, 
834: g0-s2->s1, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7, g9-s0, y0-s1, y1-s4, y2-s5, y3-s4->s6, y4-s1, y5-s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s1->s0, b4-s3->s5, b5-s3->s1, b6-s3, b7-s5->s3, b8-s0, b9-s5, 
835: g0-s2->s1, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s1, y1-s4->s2, y2-s5, y3-s4->s6, y4-s1->s5, y5-s2, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s3->s1, b6-s3, b7-s5->s3, b8-s0, b9-s5, 
836: g0-s2->s1, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1, y1-s4->s2, y2-s5, y3-s4->s6, y4-s1->s5, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s3->s1, b6-s3, b7-s5->s3, b8-s0, b9-s5, 
837: g0-s2->s1, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1, y1-s4->s2, y2-s5, y3-s4->s6, y4-s5, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1, b6-s3, b7-s5->s3, b8-s0, b9-s5, 
838: g0-s2->s1, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1, y1-s4->s2, y2-s5, y3-s4->s6, y4-s5, y5-s2->s4, y6-s2, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1->s0, b6-s3->s5, b7-s3, b8-s0, b9-s5->s3, 
839: g0-s1, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s1, y1-s2, y2-s5, y3-s6, y4-s5, y5-s2->s4, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1->s0, b6-s3->s5, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
840: g0-s1, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s5, y3-s6, y4-s5, y5-s4, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1->s0, b6-s3->s5, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
841: g0-s1->s0, g1-s1->s2, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s5, y3-s6, y4-s5, y5-s4, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
842: g0-s1->s0, g1-s2, g2-s2, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s5, y3-s6, y4-s5, y5-s4, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s3->s1, b8-s1, b9-s5->s3, 
843: g0-s1->s0, g1-s2->s7, g2-s2, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s5, y3-s6, y4-s5, y5-s4, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s3->s1, b8-s1, b9-s5->s3, 
844: g0-s0, g1-s2->s7, g2-s2, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s5, y3-s6->s4, y4-s5, y5-s4, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s3->s1, b8-s1, b9-s5->s3, 
845: g0-s0, g1-s2->s7, g2-s2, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s5, y3-s6->s4, y4-s5, y5-s4->s6, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1, b8-s1, b9-s5->s3, 
846: g0-s0, g1-s2->s7, g2-s2, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s5->s1, y3-s6->s4, y4-s5, y5-s4->s6, y6-s2->s1, y7-s1, y8-s2, y9-s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1->s0, b8-s1->s3, b9-s5->s3, 
847: g0-s0, g1-s2->s7, g2-s2->s1, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s5->s1, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1, y7-s1, y8-s2, y9-s1, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s1->s0, b8-s1->s3, b9-s3, 
848: g0-s0, g1-s7, g2-s2->s1, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1, y7-s1, y8-s2, y9-s1, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s1->s0, b8-s1->s3, b9-s3, 
849: g0-s0, g1-s7, g2-s2->s1, g3-s1->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1->s5, y7-s1, y8-s2, y9-s1, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s1->s3, b9-s3->s1, 
850: g0-s0, g1-s7->s2, g2-s2->s1, g3-s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1->s5, y7-s1->s2, y8-s2, y9-s1, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s1->s3, b9-s3->s1, 
851: g0-s0, g1-s7->s2, g2-s2->s1, g3-s2->s7, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s5, y5-s4->s6, y6-s5, y7-s1->s2, y8-s2, y9-s1, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s1->s3, b9-s3->s1, 
852: g0-s0, g1-s7->s2, g2-s2->s1, g3-s2->s7, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s5, y5-s4->s6, y6-s5, y7-s1->s2, y8-s2, y9-s1, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3, b9-s3->s1, 
853: g0-s0, g1-s7->s2, g2-s2->s1, g3-s2->s7, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s6->s4, y4-s5, y5-s4->s6, y6-s5, y7-s1->s2, y8-s2, y9-s1, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3, b9-s3->s1, 
854: g0-s0, g1-s7->s2, g2-s2->s1, g3-s2->s7, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4, y4-s5, y5-s4->s6, y6-s5, y7-s1->s2, y8-s2, y9-s1, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s3->s1, 
855: g0-s0, g1-s2, g2-s1, g3-s2->s7, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s1, y1-s2, y2-s1, y3-s4, y4-s5, y5-s6, y6-s5, y7-s1->s2, y8-s2->s1, y9-s1, b0-s5->s3, b1-s1->s3, b2-s5, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
856: g0-s0, g1-s2, g2-s1, g3-s7, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s1, y1-s2, y2-s1, y3-s4, y4-s5, y5-s6, y6-s5, y7-s1->s2, y8-s2->s1, y9-s1, b0-s3, b1-s1->s3, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
857: g0-s0, g1-s2, g2-s1, g3-s7, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5->s1, y5-s6, y6-s5, y7-s1->s2, y8-s2->s1, y9-s1, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
858: g0-s0, g1-s2, g2-s1->s0, g3-s7->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s5->s1, y5-s6, y6-s5, y7-s2, y8-s2->s1, y9-s1->s2, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
859: g0-s0, g1-s2, g2-s1->s0, g3-s7->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s1, y5-s6, y6-s5, y7-s2->s4, y8-s2->s1, y9-s1->s2, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
860: g0-s0, g1-s2, g2-s1->s0, g3-s7->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s1, y1-s2, y2-s1, y3-s4->s2, y4-s1, y5-s6->s4, y6-s5, y7-s2->s4, y8-s2->s1, y9-s1->s2, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
861: g0-s0, g1-s2, g2-s0, g3-s7->s2, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s1, y1-s2, y2-s1, y3-s2, y4-s1, y5-s6->s4, y6-s5, y7-s2->s4, y8-s2->s1, y9-s1->s2, b0-s3->s1, b1-s3, b2-s5->s3, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1->s0, 
